event_id,entity_id,entity_type,role,timestamp,source_ip,geo_city,geo_lat,geo_lon,resource_accessed,auth_result,bytes_out,device_os,device_mac,protocol,session_id,label,scenario
3503,S0026,service_account,ci_runner,2026-06-01 12:36:07,102.219.194.25,Pune,18.5016,73.8562,api:/v1/artifacts,SUCCESS,4114.6,Ubuntu 20.04,f0:35:e8:4e:89:33,SMB,S0026_25,normal,normal
3504,U0136,user,analyst,2026-06-01 12:36:25,72.121.4.54,Pune,18.5243,73.845,/app/email,SUCCESS,189.2,Windows 11.22631,34:0d:b9:f1:fb:43,SMB,U0136_25,normal,normal
3505,D0132,edge_device,gateway,2026-06-01 12:36:26,165.85.7.136,Pune,18.5162,73.8539,fn:telemetry,SUCCESS,4215.4,Windows 11.22631,f4:74:25:0b:5a:fa,MQTT,D0132_25,normal,normal
3506,U0217,user,field_engineer,2026-06-01 12:36:27,213.26.162.218,London,51.5325,-0.1271,/app/tickets,SUCCESS,9794.6,iOS 17.5,79:08:08:46:1a:18,SSH,U0217_25,normal,normal
3507,S0005,service_account,scanner_svc,2026-06-01 12:36:46,129.143.174.35,Hyderabad,17.3811,78.4856,api:/v1/metrics,SUCCESS,2755.3,VxWorks 7,8b:ef:f0:85:70:24,RDP,S0005_25,normal,normal
3508,D0131,edge_device,fire_panel,2026-06-01 12:36:53,92.30.140.227,Mumbai,19.065,72.8756,fn:alarm,SUCCESS,12373.6,macOS 14.5,b9:81:5a:28:29:c0,SSH,D0131_25,normal,normal
3509,U0062,user,contractor,2026-06-01 12:36:54,67.157.45.227,Hyderabad,17.3827,78.5016,/app/admin_console,SUCCESS,2392.8,iOS 17.5,69:0f:72:2f:3e:e0,OPC-UA,U0062_25,normal,normal
3510,U0164,user,sre,2026-06-01 12:36:58,205.240.97.166,Chennai,13.0974,80.2581,/app/tickets,SUCCESS,5827.5,Android 14,fb:3b:f0:1a:39:56,HTTPS,U0164_25,normal,normal
3511,U0125,user,analyst,2026-06-01 12:37:02,33.193.251.225,Hyderabad,17.4026,78.4761,/app/reports,SUCCESS,2813.3,Android 14,2d:05:f8:50:1c:2d,RDP,U0125_25,normal,normal
3512,U0131,user,manager,2026-06-01 12:37:02,53.217.200.220,Bengaluru,12.9617,77.6074,/app/reports,SUCCESS,24154.4,Ubuntu 22.04,96:9d:79:ec:1f:41,HTTPS,U0131_25,normal,normal
3513,U0136,user,analyst,2026-06-01 12:37:03,72.121.4.148,Pune,18.52,73.8524,/app/billing,SUCCESS,15346.2,Windows 11.22631,34:0d:b9:f1:fb:43,SMB,U0136_25,normal,normal
3514,D0139,edge_device,camera,2026-06-01 12:37:20,15.216.43.107,Mumbai,19.0556,72.8643,fn:firmware_pull,SUCCESS,1004.1,iOS 17.5,81:9c:1c:76:9f:56,SMB,D0139_25,normal,normal
3515,U0150,user,sre,2026-06-01 12:37:32,170.20.184.55,Bengaluru,12.9697,77.6037,/app/deploy,SUCCESS,7484.2,QNX 7.1,dd:98:a0:ec:9c:71,SMB,U0150_25,normal,normal
3516,U0026,user,field_engineer,2026-06-01 12:37:47,120.234.188.178,Hyderabad,17.3734,78.4811,/app/wiki,SUCCESS,2796.8,Yocto 4.0,8a:1c:63:fe:0b:e0,OPC-UA,U0026_25,normal,normal
3517,U0217,user,field_engineer,2026-06-01 12:38:00,213.26.162.2,London,51.5093,-0.136,/app/tickets,SUCCESS,3996.2,iOS 17.5,79:08:08:46:1a:18,SSH,U0217_25,normal,normal
3518,S0024,service_account,backup_svc,2026-06-01 12:38:06,96.170.87.54,Bengaluru,12.9698,77.5965,api:/v1/backup,SUCCESS,17372.7,Android 14,c5:e1:34:ab:e9:a3,SSH,S0024_25,normal,normal
3519,U0062,user,contractor,2026-06-01 12:38:09,67.157.45.77,Hyderabad,17.389,78.494,/app/dashboard,SUCCESS,1133.9,iOS 17.5,69:0f:72:2f:3e:e0,OPC-UA,U0062_25,normal,normal
3520,D0098,edge_device,gateway,2026-06-01 12:38:44,20.166.197.96,Hyderabad,17.3804,78.4968,fn:diagnostics,SUCCESS,1299.5,FreeRTOS 10.4,a5:d6:b2:cf:66:33,SSH,D0098_25,normal,normal
3521,S0025,service_account,ci_runner,2026-06-01 12:38:57,24.18.55.162,Mumbai,19.0794,72.8872,api:/v1/queue,SUCCESS,10231.1,Ubuntu 20.04,cd:80:88:a4:46:b5,HTTPS,S0025_25,normal,normal
3522,S0031,service_account,ci_runner,2026-06-01 12:39:08,214.253.147.19,Bengaluru,12.9544,77.5968,api:/v1/metrics,SUCCESS,8362.3,Yocto 4.0,e2:d9:e4:d4:61:ba,MQTT,S0031_25,normal,normal
3523,U0089,user,sre,2026-06-01 12:39:08,38.30.224.56,Bengaluru,12.9627,77.5966,/app/admin_console,SUCCESS,1300.5,Yocto 4.0,38:d5:11:48:b4:4d,OPC-UA,U0089_25,normal,normal
3524,U0047,user,manager,2026-06-01 12:40:01,47.143.81.128,Pune,18.5074,73.848,/app/deploy,SUCCESS,3247.8,Windows 11.22631,6c:a6:51:f3:c6:82,LDAP,U0047_25,normal,normal
3525,S0035,service_account,backup_svc,2026-06-01 12:40:13,96.22.79.42,Delhi,28.7002,77.1133,api:/v1/metrics,SUCCESS,6704.3,Ubuntu 22.04,cc:0e:6c:c9:d4:82,SSH,S0035_25,normal,normal
3526,U0177,user,manager,2026-06-01 12:40:16,59.127.30.88,Hyderabad,17.4068,78.4757,/app/dashboard,SUCCESS,2301.6,RHEL 9.3,c7:d0:b1:be:10:57,OPC-UA,U0177_25,normal,normal
3527,D0087,edge_device,fire_panel,2026-06-01 12:40:23,62.149.180.120,Delhi,28.7064,77.121,fn:setpoint,SUCCESS,5658.8,Android 14,4a:8d:ca:38:92:ad,RDP,D0087_25,normal,normal
3528,U0077,user,sre,2026-06-01 12:40:28,107.208.11.87,Singapore,1.3472,103.8012,/app/hr,SUCCESS,3849.3,Windows 11.22631,6b:64:8b:bc:95:41,RDP,U0077_25,normal,normal
3529,D0002,edge_device,gateway,2026-06-01 12:40:36,160.18.72.158,Hyderabad,17.3717,78.5001,fn:diagnostics,SUCCESS,11717.4,Android 14,6c:81:46:ef:5d:d7,MQTT,D0002_25,normal,normal
3530,U0006,user,field_engineer,2026-06-01 12:40:59,88.231.126.68,Hyderabad,17.3764,78.4812,/app/crm,SUCCESS,5450.5,FreeRTOS 10.4,74:43:c2:f7:43:c6,RDP,U0006_25,normal,normal
3531,U0119,user,plant_operator,2026-06-01 12:41:16,43.159.235.21,Singapore,1.3638,103.812,/app/admin_console,SUCCESS,2520.3,Windows 11.22631,53:b0:9d:ac:8e:ae,Modbus/TCP,U0119_25,normal,normal
3532,S0033,service_account,etl_svc,2026-06-01 12:41:17,111.184.244.167,Chennai,13.0942,80.2684,api:/v1/queue,SUCCESS,3765.6,Yocto 4.0,ca:70:a4:35:76:30,HTTPS,S0033_25,normal,normal
3533,U0059,user,manager,2026-06-01 12:41:23,197.121.51.245,Mumbai,19.0842,72.8722,/app/billing,SUCCESS,8096.6,VxWorks 7,2f:7a:85:0e:77:73,RDP,U0059_25,normal,normal
3534,U0017,user,contractor,2026-06-01 12:41:34,206.39.72.10,Singapore,1.3507,103.819,/app/vpn,SUCCESS,23018.6,Android 14,27:74:1d:89:05:b4,HTTPS,U0017_25,normal,normal
3535,U0101,user,sre,2026-06-01 12:41:54,42.63.78.190,Delhi,28.7043,77.0995,/app/source,SUCCESS,3240.2,macOS 14.5,20:b4:8c:d3:b3:26,HTTPS,U0101_25,normal,normal
3536,U0058,user,plant_operator,2026-06-01 12:42:02,97.146.238.143,London,51.5048,-0.1249,/app/deploy,SUCCESS,6693.2,Android 14,77:11:32:56:60:5c,MQTT,U0058_25,normal,normal
3537,U0053,user,field_engineer,2026-06-01 12:42:08,153.176.15.78,Chennai,13.0783,80.2718,/app/billing,SUCCESS,67384.7,Ubuntu 22.04,ca:81:1e:fc:43:01,LDAP,U0053_25,normal,normal
3538,D0005,edge_device,hvac_controller,2026-06-01 12:42:31,59.10.147.115,Pune,18.4968,73.8641,fn:firmware_pull,SUCCESS,5289.4,VxWorks 7,16:d8:d3:ec:6b:40,Modbus/TCP,D0005_25,normal,normal
3539,U0066,user,manager,2026-06-01 12:42:31,180.32.110.135,Singapore,1.3532,103.7971,/app/source,SUCCESS,3631.2,Windows 11.22631,c8:a1:7e:64:27:eb,OPC-UA,U0066_25,normal,normal
3540,U0087,user,contractor,2026-06-01 12:42:49,43.217.61.78,Singapore,1.3334,103.8264,/app/crm,SUCCESS,9811.5,RHEL 9.3,33:76:73:01:90:c8,LDAP,U0087_25,normal,normal
3541,U0150,user,sre,2026-06-01 12:42:55,170.20.184.220,Bengaluru,12.9767,77.595,/app/tickets,SUCCESS,13353.8,QNX 7.1,dd:98:a0:ec:9c:71,SMB,U0150_25,normal,normal
3542,S0014,service_account,scanner_svc,2026-06-01 12:42:58,83.99.106.121,Bengaluru,12.9686,77.5969,api:/v1/backup,SUCCESS,26839.1,QNX 7.1,e5:69:f7:91:62:00,Modbus/TCP,S0014_25,normal,normal
3543,U0119,user,plant_operator,2026-06-01 12:43:00,43.159.235.126,Singapore,1.35,103.8161,/app/email,SUCCESS,1761.6,Windows 11.22631,53:b0:9d:ac:8e:ae,Modbus/TCP,U0119_25,normal,normal
3544,U0060,user,field_engineer,2026-06-01 12:43:06,173.197.229.155,Bengaluru,12.9691,77.5749,/app/wiki,SUCCESS,7623.4,Windows 11.22631,fb:9c:fa:5a:f3:96,HTTPS,U0060_25,normal,normal
3545,U0122,user,field_engineer,2026-06-01 12:43:11,52.83.100.153,Chennai,13.0874,80.281,/app/source,SUCCESS,9460.0,iOS 17.5,4e:69:49:c1:27:3a,SSH,U0122_25,normal,normal
3546,U0199,user,plant_operator,2026-06-01 12:43:39,124.28.84.20,Singapore,1.3346,103.8377,/app/wiki,SUCCESS,3601.7,Windows 10.0.19045,c1:bf:41:4a:50:e2,MQTT,U0199_25,normal,normal
3547,D0030,edge_device,meter,2026-06-01 12:43:49,205.166.26.251,Chennai,13.073,80.2602,fn:alarm,SUCCESS,8676.2,QNX 7.1,22:2a:11:f1:7d:3c,HTTPS,D0030_25,normal,normal
3548,D0130,edge_device,hvac_controller,2026-06-01 12:43:50,130.210.249.9,Pune,18.5045,73.8685,fn:setpoint,SUCCESS,33092.0,Windows 10.0.19045,76:1e:6e:9d:68:4e,RDP,D0130_25,normal,normal
3549,D0011,edge_device,plc,2026-06-01 12:44:01,39.241.170.77,Delhi,28.6984,77.098,fn:diagnostics,SUCCESS,2013.3,Windows 11.22631,0e:64:56:50:86:21,SSH,D0011_25,normal,normal
3550,U0144,user,manager,2026-06-01 12:44:16,98.246.65.67,Delhi,28.6933,77.1088,/app/reports,SUCCESS,2191.8,FreeRTOS 10.4,f7:01:c8:7e:f6:93,SMB,U0144_25,normal,normal
3551,U0025,user,contractor,2026-06-01 12:44:18,12.183.215.86,Pune,18.4984,73.8704,/app/email,SUCCESS,747.0,VxWorks 7,6c:1e:45:d8:df:a2,HTTPS,U0025_25,normal,normal
3552,S0029,service_account,ci_runner,2026-06-01 12:44:26,31.94.242.188,Bengaluru,12.9656,77.6017,api:/v1/jobs,SUCCESS,5425.6,iOS 17.5,9c:59:61:ae:09:3c,Modbus/TCP,S0029_25,normal,normal
3553,U0035,user,contractor,2026-06-01 12:45:20,171.133.119.194,Bengaluru,12.9711,77.6194,/app/vpn,SUCCESS,9379.8,Windows 11.22631,b5:2a:6a:d5:ea:fc,LDAP,U0035_25,normal,normal
3554,U0175,user,sre,2026-06-01 12:45:21,186.224.86.248,Mumbai,19.0739,72.8699,/app/deploy,SUCCESS,1382.1,FreeRTOS 10.4,eb:cb:01:a9:2b:d7,HTTPS,U0175_25,normal,normal
3555,D0132,edge_device,gateway,2026-06-01 12:45:21,165.85.7.246,Pune,18.5275,73.8557,fn:config,SUCCESS,2520.2,Windows 11.22631,f4:74:25:0b:5a:fa,MQTT,D0132_25,normal,normal
3556,U0180,user,contractor,2026-06-01 12:45:28,120.130.235.156,Bengaluru,12.9836,77.5981,/app/email,FAILURE,27878.9,Yocto 4.0,40:5a:aa:68:6d:2a,RDP,U0180_25,normal,normal
3557,U0097,user,plant_operator,2026-06-01 12:45:28,164.182.238.74,Singapore,1.3513,103.8186,/app/tickets,SUCCESS,6644.1,Yocto 4.0,2f:d1:1b:96:7e:87,Modbus/TCP,U0097_25,normal,normal
3558,U0060,user,field_engineer,2026-06-01 12:45:47,173.197.229.230,Bengaluru,12.9765,77.6075,/app/reports,SUCCESS,2220.7,Windows 11.22631,fb:9c:fa:5a:f3:96,HTTPS,U0060_25,normal,normal
3559,D0058,edge_device,plc,2026-06-01 12:45:55,207.216.104.16,Chennai,13.0778,80.2797,fn:diagnostics,SUCCESS,7410.3,FreeRTOS 10.4,07:8e:0c:b8:f6:ad,SMB,D0058_25,normal,normal
3560,U0081,user,contractor,2026-06-01 12:46:01,111.121.15.168,Bengaluru,12.9929,77.5879,/app/tickets,SUCCESS,6375.0,macOS 14.5,36:78:95:76:31:4c,OPC-UA,U0081_25,normal,normal
3561,U0116,user,manager,2026-06-01 12:46:13,38.35.67.191,London,51.4854,-0.1191,/app/hr,SUCCESS,12153.4,VxWorks 7,2b:e6:ac:eb:d2:54,SMB,U0116_25,normal,normal
3562,S0027,service_account,backup_svc,2026-06-01 12:46:13,56.121.226.171,Chennai,13.0759,80.2645,api:/v1/backup,SUCCESS,3270.5,Ubuntu 22.04,ad:63:3d:3f:6b:56,SSH,S0027_25,normal,normal
3563,U0193,user,field_engineer,2026-06-01 12:46:14,65.217.223.195,Hyderabad,17.3938,78.4716,/app/admin_console,SUCCESS,2420.6,Windows 10.0.19045,46:b4:c6:fe:8d:01,SMB,U0193_25,normal,normal
3564,D0101,edge_device,fire_panel,2026-06-01 12:46:31,48.80.141.239,Delhi,28.6955,77.1009,fn:heartbeat,SUCCESS,5643.0,macOS 14.5,6b:3e:26:fe:98:3a,SMB,D0101_25,normal,normal
3565,D0016,edge_device,camera,2026-06-01 12:46:41,64.245.22.144,Mumbai,19.0816,72.8712,fn:config,SUCCESS,2177.0,Ubuntu 20.04,b7:e4:38:f9:31:6a,RDP,D0016_25,normal,normal
3566,U0032,user,plant_operator,2026-06-01 12:47:01,126.165.149.114,London,51.51,-0.1144,/app/tickets,SUCCESS,9572.2,iOS 17.5,9d:50:3e:c8:57:8c,SSH,U0032_25,normal,normal
3567,U0098,user,field_engineer,2026-06-01 12:47:02,59.155.12.74,Pune,18.4815,73.8611,/app/crm,SUCCESS,4746.4,iOS 17.5,fa:04:77:7e:e4:48,MQTT,U0098_25,normal,normal
3568,D0073,edge_device,plc,2026-06-01 12:47:16,65.34.214.25,Mumbai,19.0817,72.8748,fn:heartbeat,SUCCESS,2973.9,Ubuntu 20.04,cf:16:7f:6d:6f:2a,HTTPS,D0073_25,normal,normal
3569,D0014,edge_device,hvac_controller,2026-06-01 12:47:21,28.1.60.137,Delhi,28.7195,77.1128,fn:port:502,SUCCESS,5437.9,Ubuntu 22.04,03:aa:18:d7:73:b7,RDP,D0014_25,normal,normal
3570,D0022,edge_device,hvac_controller,2026-06-01 12:47:23,26.121.25.86,Mumbai,19.0597,72.8735,fn:firmware_pull,SUCCESS,6801.2,FreeRTOS 10.4,c3:92:d5:6f:2f:26,SSH,D0022_25,normal,normal
3571,D0129,edge_device,gateway,2026-06-01 12:47:30,56.51.55.102,Hyderabad,17.3671,78.4847,fn:port:1883,SUCCESS,10071.5,Yocto 4.0,b1:e6:c7:f3:30:45,SSH,D0129_25,normal,normal
3572,D0040,edge_device,meter,2026-06-01 12:47:41,93.141.45.24,Pune,18.5073,73.8527,fn:setpoint,SUCCESS,10601.0,macOS 14.5,c4:ef:03:9f:06:84,LDAP,D0040_25,normal,normal
3573,S0025,service_account,ci_runner,2026-06-01 12:47:46,24.18.55.172,Mumbai,19.07,72.8658,api:/v1/sync,SUCCESS,4057.2,Ubuntu 20.04,cd:80:88:a4:46:b5,HTTPS,S0025_25,normal,normal
3574,S0015,service_account,etl_svc,2026-06-01 12:47:50,69.153.180.235,Chennai,13.0745,80.2581,api:/v1/secrets,SUCCESS,7490.7,Windows 11.22631,fb:3e:f7:71:ea:e3,SMB,S0015_25,normal,normal
3575,D0015,edge_device,hvac_controller,2026-06-01 12:47:52,125.16.126.177,Mumbai,19.0787,72.8876,fn:port:502,SUCCESS,12536.6,Yocto 4.0,26:68:29:3d:9c:48,RDP,D0015_25,normal,normal
3576,D0071,edge_device,fire_panel,2026-06-01 12:48:05,162.240.239.200,Bengaluru,12.983,77.5778,fn:heartbeat,SUCCESS,1390.4,Windows 10.0.19045,57:c1:56:bb:c5:fe,RDP,D0071_25,normal,normal
3577,S0017,service_account,scanner_svc,2026-06-01 12:48:24,139.58.181.31,Delhi,28.7124,77.1065,api:/v1/sync,SUCCESS,5341.1,iOS 17.5,cf:27:3a:4d:57:e2,OPC-UA,S0017_25,normal,normal
3578,U0045,user,contractor,2026-06-01 12:48:27,106.107.226.5,Mumbai,19.0596,72.8665,/app/deploy,SUCCESS,4898.8,VxWorks 7,f5:bf:80:89:fa:48,RDP,U0045_25,normal,normal
3579,D0072,edge_device,plc,2026-06-01 12:48:52,101.185.202.94,Bengaluru,12.9642,77.5975,fn:port:1883,SUCCESS,1135.4,QNX 7.1,6d:65:61:aa:6a:66,SSH,D0072_25,normal,normal
3580,S0024,service_account,backup_svc,2026-06-01 12:48:56,96.170.87.138,Bengaluru,12.9664,77.5855,api:/v1/sync,SUCCESS,2948.0,Android 14,c5:e1:34:ab:e9:a3,SSH,S0024_25,normal,normal
3581,U0119,user,plant_operator,2026-06-01 12:49:02,43.159.235.28,Singapore,1.3382,103.839,/app/tickets,SUCCESS,668.9,Windows 11.22631,53:b0:9d:ac:8e:ae,Modbus/TCP,U0119_25,normal,normal
3582,U0066,user,manager,2026-06-01 12:49:13,180.32.110.93,Singapore,1.3444,103.8241,/app/billing,SUCCESS,1554.2,Windows 11.22631,c8:a1:7e:64:27:eb,OPC-UA,U0066_25,normal,normal
3583,D0112,edge_device,fire_panel,2026-06-01 12:49:17,20.227.12.224,Bengaluru,12.9793,77.5817,fn:config,SUCCESS,2535.4,Ubuntu 22.04,30:99:01:04:80:f7,Modbus/TCP,D0112_25,normal,normal
3584,S0024,service_account,backup_svc,2026-06-01 12:49:18,96.170.87.48,Bengaluru,12.9691,77.6015,api:/v1/backup,SUCCESS,5439.6,Android 14,c5:e1:34:ab:e9:a3,SSH,S0024_25,normal,normal
3585,U0009,user,field_engineer,2026-06-01 12:49:21,182.68.243.7,Mumbai,19.0699,72.8725,/app/billing,SUCCESS,4257.5,Ubuntu 20.04,8a:84:d8:6f:48:05,RDP,U0009_25,normal,normal
3586,U0036,user,analyst,2026-06-01 12:49:23,205.38.78.253,Mumbai,19.08,72.886,/app/email,SUCCESS,4631.3,Ubuntu 22.04,3e:e7:ef:0b:a1:3b,SSH,U0036_25,normal,normal
3587,U0106,user,manager,2026-06-01 12:49:29,214.70.87.69,Chennai,13.0943,80.2752,/app/admin_console,SUCCESS,8860.7,VxWorks 7,8f:43:01:6d:fb:6e,OPC-UA,U0106_25,normal,normal
3588,D0128,edge_device,hvac_controller,2026-06-01 12:49:32,101.11.211.109,Bengaluru,12.972,77.5998,fn:diagnostics,SUCCESS,8644.6,Windows 10.0.19045,50:97:25:7c:fe:d1,HTTPS,D0128_25,normal,normal
3589,U0084,user,analyst,2026-06-01 12:49:32,110.32.166.99,London,51.5081,-0.1348,/app/hr,SUCCESS,1572.7,Ubuntu 20.04,37:31:fa:1a:cb:dc,HTTPS,U0084_25,normal,normal
3590,U0020,user,field_engineer,2026-06-01 12:49:34,46.106.154.237,Singapore,1.339,103.8241,/app/tickets,SUCCESS,2977.0,Ubuntu 22.04,56:5d:80:5d:bb:53,MQTT,U0020_25,normal,normal
3591,U0118,user,manager,2026-06-01 12:49:48,157.84.242.55,Hyderabad,17.3969,78.4746,/app/reports,SUCCESS,16428.7,FreeRTOS 10.4,a4:da:e0:13:e0:c3,SSH,U0118_25,normal,normal
3592,S0038,service_account,ci_runner,2026-06-01 12:49:49,99.33.3.143,Pune,18.5195,73.8395,api:/v1/jobs,SUCCESS,17149.2,Ubuntu 20.04,34:13:4f:81:2d:45,HTTPS,S0038_25,normal,normal
3593,U0181,user,manager,2026-06-01 12:50:01,136.117.203.39,Singapore,1.3522,103.8107,/app/dashboard,SUCCESS,2335.3,Ubuntu 22.04,0e:87:41:b4:17:92,LDAP,U0181_25,normal,normal
3594,S0033,service_account,etl_svc,2026-06-01 12:50:06,111.184.244.216,Chennai,13.1045,80.2761,api:/v1/queue,SUCCESS,26838.2,Yocto 4.0,ca:70:a4:35:76:30,HTTPS,S0033_25,normal,normal
3595,U0103,user,sre,2026-06-01 12:50:13,147.159.254.183,Mumbai,19.0691,72.8916,/app/email,SUCCESS,9009.9,RHEL 9.3,9c:70:e2:d4:e7:80,SMB,U0103_25,normal,normal
3596,D0009,edge_device,gateway,2026-06-01 12:50:31,160.9.154.93,Pune,18.5195,73.8622,fn:config,SUCCESS,3918.4,RHEL 9.3,11:43:72:57:49:a5,MQTT,D0009_25,normal,normal
3597,U0055,user,field_engineer,2026-06-01 12:50:31,131.182.250.51,Mumbai,19.0746,72.8761,/app/deploy,SUCCESS,4161.4,Windows 11.22631,6a:eb:83:f0:03:08,SMB,U0055_25,normal,normal
3598,D0003,edge_device,plc,2026-06-01 12:50:47,28.206.7.196,Hyderabad,17.3821,78.4949,fn:setpoint,SUCCESS,2569.8,QNX 7.1,ac:02:57:38:f2:8d,RDP,D0003_25,normal,normal
3599,D0101,edge_device,fire_panel,2026-06-01 12:50:49,48.80.141.184,Delhi,28.7017,77.104,fn:heartbeat,SUCCESS,1767.8,macOS 14.5,6b:3e:26:fe:98:3a,SMB,D0101_25,normal,normal
3600,D0047,edge_device,hvac_controller,2026-06-01 12:51:00,134.31.193.25,Chennai,13.0866,80.2633,fn:firmware_pull,SUCCESS,4217.2,Ubuntu 20.04,84:3f:a6:0c:5b:8b,MQTT,D0047_25,normal,normal
3601,U0091,user,plant_operator,2026-06-01 12:51:10,145.34.109.109,Bengaluru,12.9695,77.5898,/app/email,SUCCESS,3860.7,macOS 14.5,09:34:88:5e:fd:7a,LDAP,U0091_25,normal,normal
3602,S0025,service_account,ci_runner,2026-06-01 12:51:24,24.18.55.188,Mumbai,19.0771,72.8719,api:/v1/auth,SUCCESS,4706.3,Ubuntu 20.04,cd:80:88:a4:46:b5,HTTPS,S0025_25,normal,normal
3603,D0097,edge_device,gateway,2026-06-01 12:51:26,160.168.151.212,Mumbai,19.0702,72.863,fn:port:1883,SUCCESS,12136.5,Ubuntu 20.04,39:e9:2a:f4:78:fe,RDP,D0097_25,normal,normal
3604,U0166,user,sre,2026-06-01 12:51:27,176.163.224.197,Mumbai,19.0941,72.878,/app/hr,SUCCESS,1107.3,RHEL 9.3,ae:6b:de:1e:40:18,OPC-UA,U0166_25,normal,normal
3605,D0138,edge_device,hvac_controller,2026-06-01 12:51:35,197.159.105.18,Bengaluru,12.9656,77.5845,fn:firmware_pull,SUCCESS,1377.7,iOS 17.5,be:7f:4f:e9:a9:e1,SSH,D0138_25,normal,normal
3606,U0139,user,analyst,2026-06-01 12:51:38,73.205.231.114,Delhi,28.705,77.1063,/app/dashboard,SUCCESS,12622.4,VxWorks 7,39:9a:26:b5:6a:b5,OPC-UA,U0139_25,normal,normal
3607,D0054,edge_device,camera,2026-06-01 12:51:47,34.166.94.234,Chennai,13.084,80.2718,fn:firmware_pull,SUCCESS,9159.6,Android 14,e5:3c:a4:d3:6c:f7,MQTT,D0054_25,normal,normal
3608,S0025,service_account,ci_runner,2026-06-01 12:51:53,24.18.55.228,Mumbai,19.095,72.8918,api:/v1/artifacts,SUCCESS,19328.1,Ubuntu 20.04,cd:80:88:a4:46:b5,HTTPS,S0025_25,normal,normal
3609,D0014,edge_device,hvac_controller,2026-06-01 12:52:08,28.1.60.29,Delhi,28.6872,77.0905,fn:firmware_pull,SUCCESS,4321.0,Ubuntu 22.04,03:aa:18:d7:73:b7,RDP,D0014_25,normal,normal
3610,D0030,edge_device,meter,2026-06-01 12:52:11,205.166.26.241,Chennai,13.0739,80.2785,fn:telemetry,SUCCESS,8034.2,QNX 7.1,22:2a:11:f1:7d:3c,HTTPS,D0030_25,normal,normal
3611,D0109,edge_device,gateway,2026-06-01 12:52:23,19.86.214.205,Mumbai,19.0753,72.8715,fn:firmware_pull,SUCCESS,1673.3,FreeRTOS 10.4,9e:09:8f:8f:51:bd,LDAP,D0109_25,normal,normal
3612,U0116,user,manager,2026-06-01 12:52:35,38.35.67.77,London,51.5117,-0.1425,/app/dashboard,SUCCESS,9405.6,VxWorks 7,2b:e6:ac:eb:d2:54,SMB,U0116_25,normal,normal
3613,D0041,edge_device,meter,2026-06-01 12:52:37,15.217.192.47,Mumbai,19.0687,72.8768,fn:setpoint,SUCCESS,20012.6,macOS 14.5,96:d2:e7:8c:0a:9d,OPC-UA,D0041_25,normal,normal
3614,S0014,service_account,scanner_svc,2026-06-01 12:52:38,83.99.106.204,Bengaluru,12.9759,77.5982,api:/v1/jobs,SUCCESS,2349.1,QNX 7.1,e5:69:f7:91:62:00,Modbus/TCP,S0014_25,normal,normal
3615,U0146,user,plant_operator,2026-06-01 12:52:48,163.120.39.108,Delhi,28.711,77.1065,/app/admin_console,SUCCESS,22211.4,FreeRTOS 10.4,1a:b7:fe:c2:74:50,SMB,U0146_25,normal,normal
3616,D0029,edge_device,camera,2026-06-01 12:52:53,222.182.201.233,Delhi,28.7042,77.1142,fn:port:502,SUCCESS,4243.7,Windows 11.22631,8d:58:9b:8d:fb:ee,OPC-UA,D0029_25,normal,normal
3617,U0103,user,sre,2026-06-01 12:52:59,147.159.254.155,Mumbai,19.0954,72.8856,/app/source,SUCCESS,1837.2,RHEL 9.3,9c:70:e2:d4:e7:80,SMB,U0103_25,normal,normal
3618,U0015,user,sre,2026-06-01 12:53:10,208.110.119.102,Bengaluru,12.9865,77.6075,/app/wiki,SUCCESS,8156.8,iOS 17.5,c8:d7:04:a9:1b:49,SMB,U0015_25,normal,normal
3619,U0193,user,field_engineer,2026-06-01 12:53:21,65.217.223.114,Hyderabad,17.3737,78.4828,/app/crm,SUCCESS,1409.9,Windows 10.0.19045,46:b4:c6:fe:8d:01,SMB,U0193_25,normal,normal
3620,U0199,user,plant_operator,2026-06-01 12:53:25,124.28.84.241,Singapore,1.3594,103.8171,/app/billing,SUCCESS,8928.1,Windows 10.0.19045,c1:bf:41:4a:50:e2,MQTT,U0199_25,normal,normal
3621,D0092,edge_device,fire_panel,2026-06-01 12:53:46,68.63.123.162,Hyderabad,17.3838,78.4866,fn:port:502,SUCCESS,5179.9,iOS 17.5,a4:27:c7:5c:df:b8,LDAP,D0092_25,normal,normal
3622,D0104,edge_device,plc,2026-06-01 12:53:58,33.89.233.32,Mumbai,19.1051,72.8867,fn:alarm,SUCCESS,3817.6,FreeRTOS 10.4,d6:2c:69:94:6e:6a,RDP,D0104_25,normal,normal
3623,D0031,edge_device,plc,2026-06-01 12:54:15,35.171.44.116,Pune,18.5353,73.8448,fn:port:502,SUCCESS,18157.1,QNX 7.1,1a:ad:34:12:cd:d8,HTTPS,D0031_25,normal,normal
3624,U0138,user,plant_operator,2026-06-01 12:54:35,95.88.77.4,Chennai,13.0901,80.2624,/app/deploy,SUCCESS,4786.8,FreeRTOS 10.4,75:76:a6:5c:19:d9,HTTPS,U0138_25,normal,normal
3625,U0021,user,sre,2026-06-01 12:54:57,53.205.141.136,Mumbai,19.0771,72.8702,/app/billing,SUCCESS,2076.5,Android 14,c3:a1:12:49:2d:bb,HTTPS,U0021_25,normal,normal
